"si_id","edt_id","pollutant_standard_id","tribal_code","state_code","county_code","site_number","parameter_code","dv_year","latitude","longitude","address","city_name","county_name","local_site_name","local_site_id","urbanized_area","cbsa_name","state_name","tribe_name","year_0_valid_days","year_0_complete_quarters","year_0_arith_mean","year_0_98th_percentile","year_0_certification_ind","year_1_valid_days","year_1_complete_quarters","year_1_arith_mean","year_1_98th_percentile","year_1_certification_ind","year_2_valid_days","year_2_complete_quarters","year_2_arith_mean","year_2_98th_percentile","year_2_certification_ind","year_0_q1_valid_days","year_0_q2_valid_days","year_0_q3_valid_days","year_0_q4_valid_days","year_1_q1_valid_days","year_1_q2_valid_days","year_1_q3_valid_days","year_1_q4_valid_days","year_2_q1_valid_days","year_2_q2_valid_days","year_2_q3_valid_days","year_2_q4_valid_days","q1_valid_days","q2_valid_days","q3_valid_days","q4_valid_days","year_0_q1_percent_one_day","year_0_q2_percent_one_day","year_0_q3_percent_one_day","year_0_q4_percent_one_day","year_1_q1_percent_one_day","year_1_q2_percent_one_day","year_1_q3_percent_one_day","year_1_q4_percent_one_day","year_2_q1_percent_one_day","year_2_q2_percent_one_day","year_2_q3_percent_one_day","year_2_q4_percent_one_day","q1_min_value","q2_min_value","q3_min_value","q4_min_value","q1_max_value","q2_max_value","q3_max_value","q4_max_value","year_0_first_max","year_0_second_max","year_0_third_max","year_0_fourth_max","year_0_fifth_max","year_0_sixth_max","year_0_seventh_max","year_0_eighth_max","year_1_first_max","year_1_second_max","year_1_third_max","year_1_fourth_max","year_1_fifth_max","year_1_sixth_max","year_1_seventh_max","year_1_eighth_max","year_2_first_max","year_2_second_max","year_2_third_max","year_2_fourth_max","year_2_fifth_max","year_2_sixth_max","year_2_seventh_max","year_2_eighth_max","design_value","dv_validity_indicator","pollutant_standard","primary_standard_level","comparison_scale","statistic_name","parameter_name","unit_code","units_of_measure","year_0_high_sub","year_0_low_sub","year_1_high_sub","year_1_low_sub","year_2_high_sub","year_2_low_sub","all_12_qtrs_gt_50","all_12_qtrs_gt_75","all_4_qtrs_gt_200_days","select_date"
92449,5,20,,"04","012","8000","42602",2015,34.2439,-113.5586,"ALAMO LAKE STATE PARK","Wenden","La Paz","ALAMO LAKE","34961","Not in an urban area",,"Arizona",,346,4,2.00404624277457,4.8,"Y",174,2,1.58735632183908,6.3,"S",,,,,,89,91,86,80,,,82,92,,,,,,,,,1,1,0.98,0.88,,,0.92,1,,,,,1.4,1.3,0.2,0.5,4.3,6.7,14.2,5.4,7.3,6.7,6.7,6.2,5.4,5.2,4.8,4.8,14.2,8.1,6.7,6.3,5.6,5.4,5.4,5.4,,,,,,,,,6,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",4.8,4.8,,,,,"N","N","N",2014-12-31 23:00:00
92449,5,20,,"04","012","8000","42602",2016,34.2439,-113.5586,"ALAMO LAKE STATE PARK","Wenden","La Paz","ALAMO LAKE","34961","Not in an urban area",,"Arizona",,180,2,1.74944444444444,3.4,"Y",346,4,2.00404624277457,4.8,"Y",174,2,1.58735632183908,6.3,"S",91,89,,,89,91,86,80,,,82,92,,,,,1,0.99,,,1,1,0.98,0.88,,,0.92,1,1.2,0.9,0.2,0.5,4.4,6.7,14.2,5.4,5.7,4.4,3.8,3.4,3.4,3.3,3.3,3.3,7.3,6.7,6.7,6.2,5.4,5.2,4.8,4.8,14.2,8.1,6.7,6.3,5.6,5.4,5.4,5.4,5,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,4.8,4.8,,,"N","N","N",2015-12-31 23:00:00
92449,5,20,,"04","012","8000","42602",2017,34.2439,-113.5586,"ALAMO LAKE STATE PARK","Wenden","La Paz","ALAMO LAKE","34961","Not in an urban area",,"Arizona",,,,,,,180,2,1.74944444444444,3.4,"Y",346,4,2.00404624277457,4.8,"Y",,,,,91,89,,,89,91,86,80,,,,,,,,,1,0.99,,,1,1,0.98,0.88,1.2,0.9,0.8,0.5,4.4,6.7,7.3,3.7,,,,,,,,,5.7,4.4,3.8,3.4,3.4,3.3,3.3,3.3,7.3,6.7,6.7,6.2,5.4,5.2,4.8,4.8,4,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,4.8,4.8,"N","N","N",2016-12-31 23:00:00
92449,5,20,,"04","012","8000","42602",2018,34.2439,-113.5586,"ALAMO LAKE STATE PARK","Wenden","La Paz","ALAMO LAKE","34961","Not in an urban area",,"Arizona",,,,,,,,,,,,180,2,1.74944444444444,3.4,"Y",,,,,,,,,91,89,,,,,,,,,,,,,,,1,0.99,,,1.2,0.9,,,4.4,5.7,,,,,,,,,,,,,,,,,,,5.7,4.4,3.8,3.4,3.4,3.3,3.3,3.3,3,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2017-12-31 23:00:00
575,5,20,,"04","013","0019","42602",2013,33.4837800008686,-112.14256,"3847 W EARLL DR-WEST PHOENIX STATION","Phoenix","Maricopa","WEST PHOENIX","WP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,362,4,37.1767955801105,56,"S",366,4,39.1885245901639,58,"U",345,4,36.3826086956522,55,"U",90,91,89,92,91,91,92,92,89,72,92,92,270,254,273,276,1,1,0.99,1,1,1,1,1,1,0.85,1,1,6,8,5,16,69,77,61,58,69,65,60,58,58,57,56,56,77,63,61,60,60,59,59,58,62,57,57,57,56,56,55,55,56,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",56,56,58,58,55,55,"Y","Y","Y",2012-12-31 23:00:00
575,5,20,,"04","013","0019","42602",2014,33.4837800008686,-112.14256,"3847 W EARLL DR-WEST PHOENIX STATION","Phoenix","Maricopa","WEST PHOENIX","WP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,364,4,36.728021978022,57,"U",362,4,37.1767955801105,56,"S",366,4,39.1885245901639,58,"U",89,91,92,92,90,91,89,92,91,91,92,92,270,273,273,276,1,1,1,1,1,1,0.99,1,1,1,1,1,14,7,6,13,69,80,61,62,80,66,62,62,58,58,57,57,69,65,60,58,58,57,56,56,77,63,61,60,60,59,59,58,57,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",57,57,56,56,58,58,"Y","Y","Y",2013-12-31 23:00:00
575,5,20,,"04","013","0019","42602",2015,33.4837800008686,-112.14256,"3847 W EARLL DR-WEST PHOENIX STATION","Phoenix","Maricopa","WEST PHOENIX","WP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,365,4,34.9698630136986,55,"S",364,4,36.728021978022,57,"U",362,4,37.1767955801105,56,"S",90,91,92,92,89,91,92,92,90,91,89,92,269,273,273,276,1,1,1,1,1,1,1,1,1,1,0.99,1,14,7,7,12,69,80,58,62,64,59,57,56,56,55,55,55,80,66,62,62,58,58,57,57,69,65,60,58,58,57,56,56,56,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",55,55,57,57,56,56,"Y","Y","Y",2014-12-31 23:00:00
575,5,20,,"04","013","0019","42602",2016,33.4837800008686,-112.14256,"3847 W EARLL DR-WEST PHOENIX STATION","Phoenix","Maricopa","WEST PHOENIX","WP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,366,4,34.3879781420765,54,"Y",365,4,34.9698630136986,55,"S",364,4,36.728021978022,57,"U",91,91,92,92,90,91,92,92,89,91,92,92,270,273,276,276,1,1,1,1,1,1,1,1,1,1,1,1,14,7,4,12,62,80,58,66,66,56,56,55,55,54,54,54,64,59,57,56,56,55,55,55,80,66,62,62,58,58,57,57,55,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",54,54,55,55,57,57,"Y","Y","Y",2015-12-31 23:00:00
575,5,20,,"04","013","0019","42602",2017,33.4837800008686,-112.14256,"3847 W EARLL DR-WEST PHOENIX STATION","Phoenix","Maricopa","WEST PHOENIX","WP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,365,4,35.2383561643836,56,"Y",366,4,34.3879781420765,54,"Y",365,4,34.9698630136986,55,"S",90,91,92,92,91,91,92,92,90,91,92,92,271,273,276,276,1,1,1,1,1,1,1,1,1,1,1,1,12,8,4,12,69,64,52,66,69,63,58,58,57,57,56,56,66,56,56,55,55,54,54,54,64,59,57,56,56,55,55,55,55,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",56,56,54,54,55,55,"Y","Y","Y",2016-12-31 23:00:00
575,5,20,,"04","013","0019","42602",2018,33.4837800008686,-112.14256,"3847 W EARLL DR-WEST PHOENIX STATION","Phoenix","Maricopa","WEST PHOENIX","WP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,365,4,34.2438356164383,52,"Y",365,4,35.2383561643836,56,"Y",366,4,34.3879781420765,54,"Y",90,91,92,92,90,91,92,92,91,91,92,92,271,273,276,276,1,1,1,1,1,1,1,1,1,1,1,1,12,9,4,10,69,57,52,66,57,57,53,52,52,52,52,52,69,63,58,58,57,57,56,56,66,56,56,55,55,54,54,54,54,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",52,52,56,56,54,54,"Y","Y","Y",2017-12-31 23:00:00
575,5,20,,"04","013","0019","42602",2019,33.4837800008686,-112.14256,"3847 W EARLL DR-WEST PHOENIX STATION","Phoenix","Maricopa","WEST PHOENIX","WP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,361,4,30.7313019390582,47,"Y",365,4,34.2438356164383,52,"Y",365,4,35.2383561643836,56,"Y",90,91,92,88,90,91,92,92,90,91,92,92,270,273,276,272,1,1,1,1,1,1,1,1,1,1,1,1,11,6,5,10,69,57,52,63,54,51,49,49,49,48,48,47,57,57,53,52,52,52,52,52,69,63,58,58,57,57,56,56,52,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",47,47,52,52,56,56,"Y","Y","Y",2018-12-31 23:00:00
575,5,20,,"04","013","0019","42602",2020,33.4837800008686,-112.14256,"3847 W EARLL DR-WEST PHOENIX STATION","Phoenix","Maricopa","WEST PHOENIX","WP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,354,4,28.9209039548022,48,"Y",361,4,30.7313019390582,47,"Y",365,4,34.2438356164383,52,"Y",90,89,92,83,90,91,92,88,90,91,92,92,270,271,276,263,1,1,1,0.92,1,1,1,1,1,1,1,1,10,6,5,8,57,53,51,54,54,54,51,49,49,49,49,48,54,51,49,49,49,48,48,47,57,57,53,52,52,52,52,52,49,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",48,48,47,47,52,52,"Y","Y","Y",2019-12-31 23:00:00
575,5,20,,"04","013","0019","42602",2021,33.4837800008686,-112.14256,"3847 W EARLL DR-WEST PHOENIX STATION","Phoenix","Maricopa","WEST PHOENIX","WP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,361,4,30.9750692520776,47,"Y",354,4,28.9209039548022,48,"Y",361,4,30.7313019390582,47,"Y",90,87,92,92,90,89,92,83,90,91,92,88,270,267,276,263,1,0.98,1,1,1,1,1,0.92,1,1,1,1,10,6,5,8,51,49,51,55,55,51,51,50,50,50,48,47,54,54,51,49,49,49,49,48,54,51,49,49,49,48,48,47,47,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",47,47,48,48,47,47,"Y","Y","Y",2020-12-31 23:00:00
575,5,20,,"04","013","0019","42602",2022,33.4837800008686,-112.14256,"3847 W EARLL DR-WEST PHOENIX STATION","Phoenix","Maricopa","WEST PHOENIX","WP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,363,4,29.6115702479339,47,"Y",361,4,30.9750692520776,47,"Y",354,4,28.9209039548022,48,"Y",90,91,91,91,90,87,92,92,90,89,92,83,270,267,275,266,1,1,1,1,1,0.98,1,1,1,1,1,0.92,10,6,7,6,51,51,51,55,51,51,51,50,48,48,48,47,55,51,51,50,50,50,48,47,54,54,51,49,49,49,49,48,47,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",47,47,47,47,48,48,"Y","Y","Y",2021-12-31 23:00:00
595,5,20,,"04","013","3002","42602",2013,33.4579700008683,-112.04659,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","Phoenix","Maricopa","CENTRAL PHOENIX","CP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,359,4,39.8245125348189,60,"S",359,4,42.3704735376044,63,"U",351,4,40.1566951566952,60,"U",84,91,92,92,91,91,85,92,90,83,86,92,265,265,263,276,0.94,1,1,1,1,1,0.95,1,1,1,0.99,1,11,4,8,17,64,75,69,70,63,62,62,61,61,61,60,60,75,69,66,66,64,63,63,63,70,65,64,64,64,63,61,60,61,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",60,60,63,63,60,60,"Y","Y","Y",2012-12-31 23:00:00
595,5,20,,"04","013","3002","42602",2014,33.4579700008683,-112.04659,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","Phoenix","Maricopa","CENTRAL PHOENIX","CP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,364,4,39.8351648351648,60,"U",359,4,39.8245125348189,60,"S",359,4,42.3704735376044,63,"U",89,91,92,92,84,91,92,92,91,91,85,92,264,273,269,276,1,1,1,1,0.94,1,1,1,1,1,0.95,1,11,8,9,17,62,75,70,66,70,66,66,64,63,62,60,60,63,62,62,61,61,61,60,60,75,69,66,66,64,63,63,63,61,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",60,60,60,60,63,63,"Y","Y","Y",2013-12-31 23:00:00
595,5,20,,"04","013","3002","42602",2015,33.4579700008683,-112.04659,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","Phoenix","Maricopa","CENTRAL PHOENIX","CP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,356,4,37.3061797752809,59,"S",364,4,39.8351648351648,60,"U",359,4,39.8245125348189,60,"S",90,82,92,92,89,91,92,92,84,91,92,92,263,264,276,276,1,0.92,1,1,1,1,1,1,0.94,1,1,1,11,8,9,14,63,66,70,66,63,62,61,61,60,60,59,59,70,66,66,64,63,62,60,60,63,62,62,61,61,61,60,60,60,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",59,59,60,60,60,60,"Y","Y","Y",2014-12-31 23:00:00
595,5,20,,"04","013","3002","42602",2016,33.4579700008683,-112.04659,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","Phoenix","Maricopa","CENTRAL PHOENIX","CP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,363,4,36.8512396694215,59,"Y",356,4,37.3061797752809,59,"S",364,4,39.8351648351648,60,"U",91,91,92,89,90,82,92,92,89,91,92,92,270,264,276,273,1,1,1,0.99,1,0.92,1,1,1,1,1,1,14,7,8,14,63,66,70,66,62,62,62,62,61,60,60,59,63,62,61,61,60,60,59,59,70,66,66,64,63,62,60,60,59,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",59,59,59,59,60,60,"Y","Y","Y",2015-12-31 23:00:00
595,5,20,,"04","013","3002","42602",2017,33.4579700008683,-112.04659,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","Phoenix","Maricopa","CENTRAL PHOENIX","CP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,365,4,38.5616438356164,62,"Y",363,4,36.8512396694215,59,"Y",356,4,37.3061797752809,59,"S",90,91,92,92,91,91,92,89,90,82,92,92,271,264,276,273,1,1,1,1,1,1,1,0.99,1,0.92,1,1,12,7,6,14,63,65,58,66,66,65,65,64,63,63,62,62,62,62,62,62,61,60,60,59,63,62,61,61,60,60,59,59,60,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",62,62,59,59,59,59,"Y","Y","Y",2016-12-31 23:00:00
595,5,20,,"04","013","3002","42602",2018,33.4579700008683,-112.04659,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","Phoenix","Maricopa","CENTRAL PHOENIX","CP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,365,4,36.7643835616438,56,"Y",365,4,38.5616438356164,62,"Y",363,4,36.8512396694215,59,"Y",90,91,92,92,90,91,92,92,91,91,92,89,271,273,276,273,1,1,1,1,1,1,1,1,1,1,1,0.99,12,7,6,12,70,65,58,66,70,65,60,59,58,57,57,56,66,65,65,64,63,63,62,62,62,62,62,62,61,60,60,59,59,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",56,56,62,62,59,59,"Y","Y","Y",2017-12-31 23:00:00
595,5,20,,"04","013","3002","42602",2019,33.4579700008683,-112.04659,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","Phoenix","Maricopa","CENTRAL PHOENIX","CP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,358,4,34.2541899441341,52,"Y",365,4,36.7643835616438,56,"Y",365,4,38.5616438356164,62,"Y",83,91,92,92,90,91,92,92,90,91,92,92,263,273,276,276,0.94,1,1,1,1,1,1,1,1,1,1,1,12,7,6,12,70,65,58,66,61,61,57,55,54,53,53,52,70,65,60,59,58,57,57,56,66,65,65,64,63,63,62,62,57,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",52,52,56,56,62,62,"Y","Y","Y",2018-12-31 23:00:00
595,5,20,,"04","013","3002","42602",2020,33.4579700008683,-112.04659,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","Phoenix","Maricopa","CENTRAL PHOENIX","CP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,356,4,34.1432584269663,54,"Y",358,4,34.2541899441341,52,"Y",365,4,36.7643835616438,56,"Y",81,91,92,92,83,91,92,92,90,91,92,92,254,273,276,276,0.91,1,1,1,0.94,1,1,1,1,1,1,1,10,7,7,12,70,60,59,61,61,59,59,58,56,56,56,54,61,61,57,55,54,53,53,52,70,65,60,59,58,57,57,56,54,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",54,54,52,52,56,56,"Y","Y","Y",2019-12-31 23:00:00
595,5,20,,"04","013","3002","42602",2021,33.4579700008683,-112.04659,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","Phoenix","Maricopa","CENTRAL PHOENIX","CP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,364,4,33.8434065934066,54,"Y",356,4,34.1432584269663,54,"Y",358,4,34.2541899441341,52,"Y",89,91,92,92,81,91,92,92,83,91,92,92,253,273,276,276,1,1,1,1,0.91,1,1,1,0.94,1,1,1,10,7,6,13,61,56,59,61,60,58,55,55,55,54,54,54,61,59,59,58,56,56,56,54,61,61,57,55,54,53,53,52,53,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",54,54,54,54,52,52,"Y","Y","Y",2020-12-31 23:00:00
595,5,20,,"04","013","3002","42602",2022,33.4579700008683,-112.04659,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","Phoenix","Maricopa","CENTRAL PHOENIX","CP","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,353,4,31.657223796034,51,"Y",364,4,33.8434065934066,54,"Y",356,4,34.1432584269663,54,"Y",90,82,92,89,89,91,92,92,81,91,92,92,260,264,276,273,1,0.93,1,0.99,1,1,1,1,0.91,1,1,1,10,7,6,9,57,56,59,61,57,55,55,54,53,52,51,51,60,58,55,55,55,54,54,54,61,59,59,58,56,56,56,54,53,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",51,51,54,54,54,54,"Y","Y","Y",2021-12-31 23:00:00
596,5,20,,"04","013","3003","42602",2013,33.4796800008686,-111.91721,"2857 N MILLER RD-S SCOTTSDALE STN","Scottsdale","Maricopa","SOUTH SCOTTSDALE","SS","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,,,,,,,,,,,174,2,35.6091954022989,54,"U",,,,,,,,,83,91,,,,,,,,,,,,,,,0.94,1,,,8,7,,,56,55,,,,,,,,,,,,,,,,,,,56,55,55,54,52,51,51,51,54,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2012-12-31 23:00:00
602,5,20,,"04","013","3010","42602",2013,33.4609300008683,-112.11748,"1128 N.  27TH AVE-GREENWOOD STATION","Phoenix","Maricopa","GREENWOOD","GR","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,361,4,44.6288088642659,63,"S",361,4,46.7700831024931,65,"U",363,4,45.5179063360881,65,"U",90,91,92,88,86,91,92,92,90,89,92,92,266,271,276,272,1,1,1,0.97,0.97,1,1,1,1,1,1,1,23,9,13,23,81,87,67,70,81,70,68,66,65,65,63,63,87,74,68,67,67,67,66,65,72,72,71,69,69,68,67,65,64,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",63,63,65,65,65,65,"Y","Y","Y",2012-12-31 23:00:00
602,5,20,,"04","013","3010","42602",2014,33.4609300008683,-112.11748,"1128 N.  27TH AVE-GREENWOOD STATION","Phoenix","Maricopa","GREENWOOD","GR","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,364,4,44.0906593406593,64,"U",361,4,44.6288088642659,63,"S",361,4,46.7700831024931,65,"U",90,91,91,92,90,91,92,88,86,91,92,92,266,273,275,272,1,1,1,1,1,1,1,0.97,0.97,1,1,1,24,13,14,28,81,87,67,70,67,67,65,65,65,65,64,64,81,70,68,66,65,65,63,63,87,74,68,67,67,67,66,65,64,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",64,64,63,63,65,65,"Y","Y","Y",2013-12-31 23:00:00
602,5,20,,"04","013","3010","42602",2015,33.4609300008683,-112.11748,"1128 N.  27TH AVE-GREENWOOD STATION","Phoenix","Maricopa","GREENWOOD","GR","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,360,4,40.4722222222222,61,"S",364,4,44.0906593406593,64,"U",361,4,44.6288088642659,63,"S",90,91,87,92,90,91,91,92,90,91,92,88,270,273,270,272,1,1,0.98,1,1,1,1,1,1,1,1,0.97,24,9,10,19,81,65,64,70,71,66,66,65,65,63,62,61,67,67,65,65,65,65,64,64,81,70,68,66,65,65,63,63,63,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",61,61,64,64,63,63,"Y","Y","Y",2014-12-31 23:00:00
602,5,20,,"04","013","3010","42602",2016,33.4609300008683,-112.11748,"1128 N.  27TH AVE-GREENWOOD STATION","Phoenix","Maricopa","GREENWOOD","GR","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,169,2,41.2011834319527,59,"Y",360,4,40.4722222222222,61,"S",364,4,44.0906593406593,64,"U",91,78,,,90,91,87,92,90,91,91,92,271,260,,,1,0.87,,,1,1,0.98,1,1,1,1,1,11,8,10,19,71,65,64,65,62,60,59,59,58,57,56,56,71,66,66,65,65,63,62,61,67,67,65,65,65,65,64,64,61,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,61,61,64,64,"N","N","N",2015-12-31 23:00:00
602,5,20,,"04","013","3010","42602",2017,33.4609300008683,-112.11748,"1128 N.  27TH AVE-GREENWOOD STATION","Phoenix","Maricopa","GREENWOOD","GR","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,,,,,,169,2,41.2011834319527,59,"Y",360,4,40.4722222222222,61,"S",,,,,91,78,,,90,91,87,92,,,,,,,,,1,0.87,,,1,1,0.98,1,11,8,10,19,71,65,58,58,,,,,,,,,62,60,59,59,58,57,56,56,71,66,66,65,65,63,62,61,60,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,61,61,"N","N","N",2016-12-31 23:00:00
602,5,20,,"04","013","3010","42602",2018,33.4609300008683,-112.11748,"1128 N.  27TH AVE-GREENWOOD STATION","Phoenix","Maricopa","GREENWOOD","GR","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Arizona",,,,,,,,,,,,169,2,41.2011834319527,59,"Y",,,,,,,,,91,78,,,,,,,,,,,,,,,1,0.87,,,11,8,,,62,60,,,,,,,,,,,,,,,,,,,62,60,59,59,58,57,56,56,59,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2017-12-31 23:00:00
92016,5,20,,"04","013","4011","42602",2013,33.3698500008671,-112.62068,"26453 W. MC85","Buckeye","Maricopa","BUCKEYE","BE","Not in an urban area","Phoenix-Mesa-Scottsdale, AZ","Arizona",,364,4,18.4120879120879,33,"S",366,4,20.6939890710382,39,"U",365,4,20.0684931506849,38,"U",90,91,91,92,91,91,92,92,90,91,92,92,271,273,275,276,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,7,42,31,39,47,40,36,35,35,34,34,34,33,47,45,41,41,40,40,39,39,43,42,41,40,39,38,38,38,37,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",33,33,39,39,38,38,"Y","Y","Y",2012-12-31 23:00:00
92016,5,20,,"04","013","4011","42602",2014,33.3698500008671,-112.62068,"26453 W. MC85","Buckeye","Maricopa","BUCKEYE","BE","Not in an urban area","Phoenix-Mesa-Scottsdale, AZ","Arizona",,365,4,19.627397260274,37,"U",364,4,18.4120879120879,33,"S",366,4,20.6939890710382,39,"U",90,91,92,92,90,91,91,92,91,91,92,92,271,273,275,276,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,5,43,102,29,47,102,76,53,50,43,41,40,37,40,36,35,35,34,34,34,33,47,45,41,41,40,40,39,39,36,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",37,37,33,33,39,39,"Y","Y","Y",2013-12-31 23:00:00
